Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools	genome_name
NODE_27_length_43615_cov_37.938650_10	-	GT2(5-101)	GT2	-	2	CM02_2_S14
NODE_27_length_43615_cov_37.938650_12	-	GT2(5-173)	GT2	-	2	CM02_2_S14
NODE_27_length_43615_cov_37.938650_13	-	GT2(6-164)	GT2	-	2	CM02_2_S14
NODE_27_length_43615_cov_37.938650_17	-	GT2(14-149)	GT2	-	2	CM02_2_S14
NODE_27_length_43615_cov_37.938650_2	-	GT4(391-542)	GT4_e2763	GT4	3	CM02_2_S14
NODE_27_length_43615_cov_37.938650_4	-	GT4(186-298)	GT4_e150	GT4	3	CM02_2_S14
NODE_27_length_43615_cov_37.938650_5	-	GT2(5-122)	GT2	GT2	3	CM02_2_S14
NODE_27_length_43615_cov_37.938650_7	2.4.1.-:2	GT32(31-108)	GT32_e27	-	2	CM02_2_S14
NODE_27_length_43615_cov_37.938650_8	-	GT4(232-376)	GT4_e134	GT4	3	CM02_2_S14
NODE_27_length_43615_cov_37.938650_9	-	GT2(5-124)	GT2	-	2	CM02_2_S14
NODE_33_length_33573_cov_39.298690_3	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	CM02_2_S14
NODE_34_length_33226_cov_49.507327_15	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	CM02_2_S14
NODE_34_length_33226_cov_49.507327_16	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	CM02_2_S14
NODE_36_length_26916_cov_27.496995_12	-	GH73(302-464)	GH73_e132	-	2	CM02_2_S14
NODE_37_length_26472_cov_37.536231_18	-	GH25(87-265)	GH25_e110	GH25	3	CM02_2_S14
NODE_38_length_24919_cov_34.799976_19	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	CM02_2_S14
NODE_3_length_175473_cov_44.040794_15	-|-	CBM51(36-187)+CBM32(864-977)	CBM51_e20+CBM32_e62	CBM32+CBM51	3	CM02_2_S14
NODE_3_length_175473_cov_44.040794_5	-	CE4(80-191)	CE4_e246	CE4	3	CM02_2_S14
NODE_41_length_11954_cov_39.398833_5	-	GH3(116-346)	GH3_e215	GH3	3	CM02_2_S14
NODE_5_length_137744_cov_40.229710_14	-	GH25(51-234)	GH25_e171	GH25	3	CM02_2_S14
NODE_6_length_135373_cov_24.520259_116	-	AA7(48-237)	-	-	1	CM02_2_S14
NODE_7_length_122960_cov_50.562854_26	-	GT51(83-260)	GT51_e21	GT51	3	CM02_2_S14
NODE_7_length_122960_cov_50.562854_76	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_103	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_17	-	GT2(4-112)	GT2	GT2	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_25	-	CE12(34-260)	CE12_e54	-	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_27	-	GT4(679-818)	GT4_e401	GT4	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_29	-	GT2(6-153)	GT2	GT2	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_33	-	GT2(14-180)	GT2	GT2	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_52	-	GT2(5-143)	GT2	-	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_55	-	GT2(8-150)	GT2	-	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_56	-	GT4(222-361)	GT4_e554	GT4	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_63	-	GT2(6-134)	GT2	GT2	3	CM02_2_S14
NODE_8_length_120385_cov_37.527275_70	-	AA7(43-237)	AA4_e1	-	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_95	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	CM02_2_S14
NODE_9_length_119628_cov_30.882361_81	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	CM02_2_S14
NODE_16_length_83659_cov_26.446344_41	-	-	GH23_e928	GH23	2	CM02_2_S14
NODE_3_length_175473_cov_44.040794_71	-	-	GH23_e928	GH23	2	CM02_2_S14
NODE_13_length_92494_cov_50.437364_105	-	-	CBM50_e564	CBM50	2	CM02_2_S14
NODE_25_length_51915_cov_47.461362_5	-	-	CBM50_e393	CBM50	2	CM02_2_S14
NODE_10_length_109154_cov_34.807461_29	-	-	GH23_e21	GH23	2	CM02_2_S14
NODE_13_length_92494_cov_50.437364_35	-	-	GH23_e588	-	1	CM02_2_S14
NODE_1_length_204479_cov_33.510859_95	-	-	GH23_e928	GH23	2	CM02_2_S14
NODE_31_length_37153_cov_23.064306_22	-	-	GH73_e261	GH73	2	CM02_2_S14
NODE_4_length_150291_cov_24.318159_99	-	-	GT2	GT2	2	CM02_2_S14
NODE_8_length_120385_cov_37.527275_57	2.4.1.-:1	-	GT4_e510	GT4	2	CM02_2_S14
NODE_1_length_204479_cov_33.510859_94	-	-	-	GH0	1	CM02_2_S14
NODE_1_length_204479_cov_33.510859_147	-	-	-	GT1	1	CM02_2_S14
NODE_1_length_204479_cov_33.510859_168	-	-	-	GH13	1	CM02_2_S14
NODE_1_length_204479_cov_33.510859_172	-	-	-	CE8	1	CM02_2_S14
NODE_1_length_204479_cov_33.510859_175	-	-	-	GT4	1	CM02_2_S14
NODE_2_length_197258_cov_30.047862_74	-	-	-	GH5_11	1	CM02_2_S14
NODE_2_length_197258_cov_30.047862_110	-	-	-	GT4	1	CM02_2_S14
NODE_3_length_175473_cov_44.040794_29	-	-	-	GH13_30	1	CM02_2_S14
NODE_3_length_175473_cov_44.040794_54	-	-	-	GH23	1	CM02_2_S14
NODE_4_length_150291_cov_24.318159_122	-	-	-	GT2	1	CM02_2_S14
NODE_5_length_137744_cov_40.229710_55	-	-	-	GT58	1	CM02_2_S14
NODE_5_length_137744_cov_40.229710_90	-	-	-	GT58	1	CM02_2_S14
NODE_5_length_137744_cov_40.229710_138	-	-	-	GH38	1	CM02_2_S14
NODE_5_length_137744_cov_40.229710_141	-	-	-	GH1	1	CM02_2_S14
NODE_6_length_135373_cov_24.520259_47	-	-	-	GH13_11	1	CM02_2_S14
NODE_6_length_135373_cov_24.520259_49	-	-	-	GT83	1	CM02_2_S14
NODE_7_length_122960_cov_50.562854_8	-	-	-	GH84	1	CM02_2_S14
NODE_7_length_122960_cov_50.562854_10	-	-	-	GH36	1	CM02_2_S14
NODE_7_length_122960_cov_50.562854_55	-	-	-	GH130	1	CM02_2_S14
NODE_9_length_119628_cov_30.882361_91	-	-	-	GH28	1	CM02_2_S14
NODE_10_length_109154_cov_34.807461_30	-	-	-	GH23	1	CM02_2_S14
NODE_10_length_109154_cov_34.807461_53	-	-	-	GH1	1	CM02_2_S14
NODE_10_length_109154_cov_34.807461_69	-	-	-	GH13_31	1	CM02_2_S14
NODE_11_length_103019_cov_35.717383_56	-	-	-	CBM48+GH13_9	1	CM02_2_S14
NODE_12_length_96546_cov_43.357513_64	-	-	-	GH13_31	1	CM02_2_S14
NODE_15_length_86624_cov_28.406465_26	-	-	-	GH28	1	CM02_2_S14
NODE_15_length_86624_cov_28.406465_82	-	-	-	GH23	1	CM02_2_S14
NODE_17_length_80532_cov_40.068615_24	-	-	-	GH0	1	CM02_2_S14
NODE_18_length_80387_cov_37.223150_13	-	-	-	GT83	1	CM02_2_S14
NODE_19_length_76203_cov_45.838398_59	-	-	-	GT2	1	CM02_2_S14
NODE_21_length_58198_cov_47.264883_35	-	-	-	GH28	1	CM02_2_S14
NODE_22_length_57526_cov_36.762574_3	-	-	-	GH2	1	CM02_2_S14
NODE_22_length_57526_cov_36.762574_23	-	-	-	GT4	1	CM02_2_S14
NODE_25_length_51915_cov_47.461362_28	-	-	-	GT2	1	CM02_2_S14
NODE_27_length_43615_cov_37.938650_29	-	-	-	GH1	1	CM02_2_S14
NODE_28_length_43354_cov_32.649710_16	-	-	-	GT2	1	CM02_2_S14
NODE_31_length_37153_cov_23.064306_21	-	-	-	GH28	1	CM02_2_S14
NODE_33_length_33573_cov_39.298690_14	-	-	-	GH23	1	CM02_2_S14
NODE_10_length_103113_cov_38.836638_4	-	GH109(2-142)	-	-	1	CM02_5_S246
NODE_10_length_103113_cov_38.836638_55	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	CM02_5_S246
NODE_10_length_103113_cov_38.836638_58	-	GT5(8-478)	GT5_e1	GT5	3	CM02_5_S246
NODE_10_length_103113_cov_38.836638_59	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	CM02_5_S246
NODE_10_length_103113_cov_38.836638_60	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	CM02_5_S246
NODE_11_length_101659_cov_32.041455_32	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	CM02_5_S246
NODE_13_length_95648_cov_26.461145_89	-	AA7(48-237)	-	-	1	CM02_5_S246
NODE_15_length_75719_cov_54.854852_61	-	GT2(3-164)	GT2	GT2	3	CM02_5_S246
NODE_16_length_71225_cov_36.157656_11	-	GT51(82-264)	GT51_e43	GT51	3	CM02_5_S246
NODE_16_length_71225_cov_36.157656_20	-	CE4(46-174)	CE4_e225	CE4	3	CM02_5_S246
NODE_16_length_71225_cov_36.157656_27	-	CE4(51-173)	CE4_e137	CE4	3	CM02_5_S246
NODE_16_length_71225_cov_36.157656_28	-	CE9(3-367)	CE9_e44	CE9	3	CM02_5_S246
NODE_18_length_56465_cov_38.095761_21	-	GH109(3-156)	-	-	1	CM02_5_S246
NODE_18_length_56465_cov_38.095761_34	-	GH109(2-144)	GH109_e2	-	2	CM02_5_S246
NODE_18_length_56465_cov_38.095761_47	-	GH32(37-347)	GH32_e67	GH32	3	CM02_5_S246
NODE_18_length_56465_cov_38.095761_8	-	GH109(3-152)	GH109_e5	-	2	CM02_5_S246
NODE_19_length_56409_cov_51.417682_10	-	CE4(81-203)	CE4_e82	CE4	3	CM02_5_S246
NODE_19_length_56409_cov_51.417682_14	-	GT28(188-337)	GT28_e30	GT28	3	CM02_5_S246
NODE_1_length_293503_cov_34.350138_251	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	CM02_5_S246
NODE_22_length_49962_cov_48.928484_10	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	CM02_5_S246
NODE_24_length_45505_cov_41.646370_10	-	GT14(9-267)	GT14_e55	-	2	CM02_5_S246
NODE_24_length_45505_cov_41.646370_20	-	GT2(6-134)	GT2	GT2	3	CM02_5_S246
NODE_24_length_45505_cov_41.646370_27	-	AA4(11-242)	AA4_e1	-	2	CM02_5_S246
NODE_24_length_45505_cov_41.646370_5	-	GT111(4-221)	GT111_e25	-	2	CM02_5_S246
NODE_24_length_45505_cov_41.646370_6	-	GT2(3-181)	-	-	1	CM02_5_S246
NODE_24_length_45505_cov_41.646370_9	-	GT4(182-295)	GT4_e630	GT4	3	CM02_5_S246
NODE_27_length_40576_cov_41.681945_1	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	CM02_5_S246
NODE_27_length_40576_cov_41.681945_35	-	GH25(51-234)	GH25_e171	GH25	3	CM02_5_S246
NODE_27_length_40576_cov_41.681945_9	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	CM02_5_S246
NODE_28_length_37850_cov_30.685444_29	-	GT2(5-108)	GT2	GT2	3	CM02_5_S246
NODE_2_length_202629_cov_50.014173_132	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	CM02_5_S246
NODE_2_length_202629_cov_50.014173_133	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	CM02_5_S246
NODE_2_length_202629_cov_50.014173_147	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM02_5_S246
NODE_2_length_202629_cov_50.014173_152	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM02_5_S246
NODE_2_length_202629_cov_50.014173_53	-	CE4(79-190)	CE4_e246	CE4	3	CM02_5_S246
NODE_37_length_22807_cov_38.472663_16	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_130	-	GT2(4-112)	GT2	GT2	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_138	-	GT2(7-143)	GT2	GT2	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_142	-	GT2(6-149)	GT2	GT2	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_16	-	GT4(205-326)	GT4_e1531	-	2	CM02_5_S246
NODE_3_length_170089_cov_39.058442_18	-	GT2(5-165)	GT2	-	2	CM02_5_S246
NODE_3_length_170089_cov_39.058442_20	-	GT4(196-345)	GT4_e2644	GT4	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_54	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_81	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	CM02_5_S246
NODE_3_length_170089_cov_39.058442_83	-	GH32(6-294)	GH32_e121	GH32	3	CM02_5_S246
NODE_40_length_11794_cov_48.278478_1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	CM02_5_S246
NODE_4_length_166746_cov_45.007136_14	-	GH1(4-461)	GH1_e68	GH1	3	CM02_5_S246
NODE_4_length_166746_cov_45.007136_23	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	CM02_5_S246
NODE_4_length_166746_cov_45.007136_82	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_11	-	GT2(4-137)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_12	-	GT2(5-113)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_13	-	GT4(201-344)	GT4_e1204	GT4	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_151	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_16	-	GT2(7-142)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_17	-	GT2(6-133)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_19	-	GT2(6-151)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_2	-	GH3(116-346)	GH3_e215	GH3	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_20	-	GT32(104-185)	GT32_e186	GT32	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_21	-	GT2(8-143)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_25	-	GT2(7-146)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_26	-	GT2(5-107)	GT2	GT2	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_54	-	GH25(50-227)	GH25_e110	GH25	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_72	-	GH73(268-428)	GH73_e132	GH73	3	CM02_5_S246
NODE_5_length_165163_cov_40.426180_9	-	GT4(192-337)	GT4_e3212	GT4	3	CM02_5_S246
NODE_6_length_128497_cov_35.157124_105	3.2.1.89:17|3.2.1.89:17	GH53(64-320)+GH53(408-798)	GH53_e14+GH53_e14	GH53	3	CM02_5_S246
NODE_6_length_128497_cov_35.157124_106	3.2.1.89:17|3.2.1.89:17	GH53(63-318)+GH53(406-795)	GH53_e14+GH53_e14	GH53	3	CM02_5_S246
NODE_6_length_128497_cov_35.157124_61	-	GH109(5-142)	-	-	1	CM02_5_S246
NODE_7_length_125811_cov_53.296163_62	-	GT51(83-260)	GT51_e21	GT51	3	CM02_5_S246
NODE_19_length_56409_cov_51.417682_4	-	-	CBM50_e564	CBM50	2	CM02_5_S246
NODE_24_length_45505_cov_41.646370_8	-	-	GT2	-	1	CM02_5_S246
NODE_6_length_128497_cov_35.157124_98	3.2.1.85:20	-	GH1_e65	-	1	CM02_5_S246
NODE_15_length_75719_cov_54.854852_15	-	-	GH23_e21	GH23	2	CM02_5_S246
NODE_17_length_63505_cov_26.243113_15	-	-	GH73_e261	GH73	2	CM02_5_S246
NODE_24_length_45505_cov_41.646370_11	-	-	GT1_e246	-	1	CM02_5_S246
NODE_2_length_202629_cov_50.014173_62	-	-	CBM50_e393	CBM50	2	CM02_5_S246
NODE_7_length_125811_cov_53.296163_94	-	-	GH23_e21	GH23	2	CM02_5_S246
NODE_8_length_124118_cov_28.355050_35	-	-	GT2	GT2	2	CM02_5_S246
NODE_1_length_293503_cov_34.350138_84	-	-	-	GT4	1	CM02_5_S246
NODE_1_length_293503_cov_34.350138_120	-	-	-	GH5_11	1	CM02_5_S246
NODE_1_length_293503_cov_34.350138_250	-	-	-	GT1	1	CM02_5_S246
NODE_2_length_202629_cov_50.014173_20	-	-	-	GH13_30	1	CM02_5_S246
NODE_2_length_202629_cov_50.014173_85	-	-	-	GT2	1	CM02_5_S246
NODE_2_length_202629_cov_50.014173_153	-	-	-	GH4	1	CM02_5_S246
NODE_3_length_170089_cov_39.058442_51	-	-	-	GT83	1	CM02_5_S246
NODE_4_length_166746_cov_45.007136_34	-	-	-	GH23	1	CM02_5_S246
NODE_4_length_166746_cov_45.007136_93	-	-	-	GH0	1	CM02_5_S246
NODE_5_length_165163_cov_40.426180_34	-	-	-	GH1	1	CM02_5_S246
NODE_5_length_165163_cov_40.426180_107	-	-	-	GT4	1	CM02_5_S246
NODE_5_length_165163_cov_40.426180_152	-	-	-	GH2	1	CM02_5_S246
NODE_6_length_128497_cov_35.157124_22	-	-	-	GT2	1	CM02_5_S246
NODE_7_length_125811_cov_53.296163_29	-	-	-	GH130	1	CM02_5_S246
NODE_7_length_125811_cov_53.296163_115	-	-	-	GH36	1	CM02_5_S246
NODE_7_length_125811_cov_53.296163_117	-	-	-	GH84	1	CM02_5_S246
NODE_8_length_124118_cov_28.355050_12	-	-	-	GT2	1	CM02_5_S246
NODE_9_length_113112_cov_48.116529_40	-	-	-	GH38	1	CM02_5_S246
NODE_9_length_113112_cov_48.116529_43	-	-	-	GH1	1	CM02_5_S246
NODE_10_length_103113_cov_38.836638_56	-	-	-	CBM48+GH13_9	1	CM02_5_S246
NODE_11_length_101659_cov_32.041455_9	-	-	-	GH28	1	CM02_5_S246
NODE_12_length_96599_cov_50.787835_13	-	-	-	GT2	1	CM02_5_S246
NODE_12_length_96599_cov_50.787835_46	-	-	-	GH28	1	CM02_5_S246
NODE_13_length_95648_cov_26.461145_25	-	-	-	GH13_11	1	CM02_5_S246
NODE_13_length_95648_cov_26.461145_27	-	-	-	GT83	1	CM02_5_S246
NODE_15_length_75719_cov_54.854852_16	-	-	-	GH23	1	CM02_5_S246
NODE_16_length_71225_cov_36.157656_73	-	-	-	GH1	1	CM02_5_S246
NODE_17_length_63505_cov_26.243113_16	-	-	-	GH28	1	CM02_5_S246
NODE_17_length_63505_cov_26.243113_20	-	-	-	CBM50	1	CM02_5_S246
NODE_18_length_56465_cov_38.095761_48	-	-	-	GH13_31	1	CM02_5_S246
NODE_22_length_49962_cov_48.928484_19	-	-	-	GH13_31	1	CM02_5_S246
NODE_23_length_49039_cov_48.139741_22	-	-	-	GT58	1	CM02_5_S246
NODE_25_length_43618_cov_36.675243_34	-	-	-	GT4	1	CM02_5_S246
NODE_25_length_43618_cov_36.675243_37	-	-	-	CE8	1	CM02_5_S246
NODE_25_length_43618_cov_36.675243_41	-	-	-	GH13	1	CM02_5_S246
NODE_28_length_37850_cov_30.685444_26	-	-	-	GH28	1	CM02_5_S246
NODE_30_length_37783_cov_43.903096_16	-	-	-	GT58	1	CM02_5_S246
NODE_1_length_1399194_cov_38.455388_1165	-	GH25(97-273)	GH25_e110	GH25	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1167	-	GH25(100-277)	GH25_e197	GH25	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1315	-	GH109(1-151)	GH109_e7	-	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1345	-	GH73(263-456)	GH73_e132	GH73	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1346	-	GH73(258-416)	GH73_e132	GH73	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_17	-	CE9(3-367)	CE9_e44	CE9	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_34	-	GH25(7-185)	GH25_e161	GH25	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_532	-	AA4(12-254)	AA4_e1	-	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_539	-	AA4(11-237)	AA4_e1	-	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_603	-	GT2(5-111)	GT2	GT2	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_64	3.2.1.22:25	GH36(12-711)	GH36_e0	GH36	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_724	-|-	GH18(183-404)	CBM50_e582+GH18_e166	CBM50+GH18	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_877	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	CBM34+GH13_39	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_878	2.4.1.1:158	GT35(97-813)	GT35_e0	GT35	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_879	-	GT5(10-480)	GT5_e1	GT5	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_882	-|2.4.1.18:14	CBM48(25-105)+GH13_9(177-478)	CBM48_e87+GH13_e200	CBM48+GH13_9	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_135	-	GH3(116-346)	GH3_e215	GH3	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_166	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(28-378)	GH13_e122	GH13	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_210	-	AA4(28-230)	AA4_e1	-	2	CM02_91_S238
NODE_2_length_616413_cov_41.939327_234	3.2.1.-:2	GH13_20(32-323)	GH13_e141	GH13	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_335	-	GH109(2-151)	GH109_e5	-	2	CM02_91_S238
NODE_2_length_616413_cov_41.939327_352	-	GH32(37-350)	GH32_e67	GH32	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_386	-	GH109(2-153)	GH109_e5	-	2	CM02_91_S238
NODE_2_length_616413_cov_41.939327_489	-	CE4(54-178)	CE4_e137	CE4	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_492	-	CE4(48-174)	CE4_e225	CE4	3	CM02_91_S238
NODE_2_length_616413_cov_41.939327_503	-	GT51(82-264)	GT51_e43	GT51	3	CM02_91_S238
NODE_3_length_500001_cov_46.113403_225	2.4.1.25:3	GH77(151-458)	GH77_e1	GH77	3	CM02_91_S238
NODE_3_length_500001_cov_46.113403_282	-	GH25(49-232)	GH25_e171	GH25	3	CM02_91_S238
NODE_3_length_500001_cov_46.113403_297	-	GH109(2-151)	GH109_e7	-	2	CM02_91_S238
NODE_3_length_500001_cov_46.113403_321	-	GH109(2-147)	GH109_e7	-	2	CM02_91_S238
NODE_4_length_323346_cov_41.116020_53	-	GT2(4-111)	GT2	GT2	3	CM02_91_S238
NODE_4_length_323346_cov_41.116020_62	-	CE12(44-269)	CE12_e54	-	2	CM02_91_S238
NODE_4_length_323346_cov_41.116020_64	-	GT2(7-163)	GT2	GT2	3	CM02_91_S238
NODE_4_length_323346_cov_41.116020_65	-	GT2(6-171)	GT2	GT2	3	CM02_91_S238
NODE_4_length_323346_cov_41.116020_79	-	GH109(2-202)	GH109_e2	-	2	CM02_91_S238
NODE_4_length_323346_cov_41.116020_90	-	GT2(5-132)	GT2	GT2	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_142	-	CE1(10-115)	-	-	1	CM02_91_S238
NODE_5_length_293671_cov_45.919610_143	-	CE1(2-227)	CE1_e38	-	2	CM02_91_S238
NODE_5_length_293671_cov_45.919610_176	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_185	-	CE4(79-191)	CE4_e246	CE4	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_215	-	GT2(4-165)	GT2	GT2	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_245	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(186-540)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_246	-	CE4(73-188)	CE4_e246	CE4	3	CM02_91_S238
NODE_5_length_293671_cov_45.919610_291	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(3-283)	GH1_e85	GH1	3	CM02_91_S238
NODE_6_length_153655_cov_46.983586_72	-	CE4(72-196)	CE4_e82	CE4	3	CM02_91_S238
NODE_6_length_153655_cov_46.983586_76	-	GT28(188-336)	GT28_e30	GT28	3	CM02_91_S238
NODE_6_length_153655_cov_46.983586_81	-	GH109(11-195)	-	-	1	CM02_91_S238
NODE_7_length_62165_cov_46.181018_42	-	GT51(82-259)	GT51_e21	GT51	3	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_480	-	-	GT2	GT2	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_909	-|-	-	CBM50_e53+CBM50_e53	-	1	CM02_91_S238
NODE_4_length_323346_cov_41.116020_74	-	-	GT4_e2484	GT4	2	CM02_91_S238
NODE_6_length_153655_cov_46.983586_59	-	-	CBM50_e393	CBM50	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1042	-	-	GH73_e261	GH73	2	CM02_91_S238
NODE_5_length_293671_cov_45.919610_248	-	-	CE4_e246	-	1	CM02_91_S238
NODE_7_length_62165_cov_46.181018_57	-	-	CBM50_e564	CBM50	2	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_28	-	-	-	GH13_31	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_415	-	-	-	GH130	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_436	-	-	-	CBM50	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_448	-	-	-	GT2	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_465	-	-	-	GH28	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_528	-	-	-	GH13_11	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_530	-	-	-	GT83	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_609	-	-	-	GH28	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_710	-	-	-	GT4	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_881	-	-	-	CBM48+GH13_9	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_951	-	-	-	CBM50	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_953	-	-	-	GT58	1	CM02_91_S238
NODE_1_length_1399194_cov_38.455388_1055	-	-	-	GH1	1	CM02_91_S238
